,video_name,rating-indoor,rating-expanse,rating-object,rating-agent_distance,rating-facingness,rating-joint_action,rating-communication,rating-valence,rating-arousal,stimulus_set,captions
80,yt--Sv97d457Uw_137.mp4,0,0.475,0.1818181818181818,0.625,0.975,0.55,1.0,0.35,0.425,train,"['there are two people talking over a fence with looks like a discussion about the overgrown plant and whose responsibility it is.', 'a man is talking to another man about a bush', 'Two men are discussing a plant in a garden area.', '2 people talking to each other', 'Talking ', 'One man explains something to another, gesturing with his hands']"
81,yt--d_UnNREYO4_61.mp4,1,0.25,0.4583333333333333,0.225,0.95,0.7,0.9,0.575,0.3636363636363637,train,"['Two indants laughing in buckets.', 'two babys sit in buckets as they laugh at each other', 'Two babies in separate blue pails are looking at each other, laughing and touching their faces as they bath in the water.', 'Two babies sitting in big blue buckets are laughing and smiling.', 'There are twins each sitting in a plastic container, pointing at their own faces and laughing to each other.']"
82,yt-0Bzn7lSvTmA_9.mp4,1,0.225,0.1,0.175,0.925,0.5,0.85,0.9,0.2222222222222222,train,"['2 babies laughing while sitting in blue chairs', 'Two young babies sitting in matching small chairs looking at each while the baby on the left makes a sound and then the baby on the right laughs.', 'Two babies playing together.', 'The two babies are smiling and taking turns laughing. ', 'Two babies are sitting up, and one of the babies is laughing and interacting with the other one']"
85,yt-11lRVNynHq0_23.mp4,0,0.5208333333333334,1.0,0.3,0.15,0.3863636363636364,0.175,0.4,0.175,train,"['one man is shoveling while the other is crouching and watching', 'One man is digging a hole in a field while another kneels and watched', 'A tall man is seen shoveling  the ground while another man is seen crouching and observing him.', 'A worker with a spade digs a grass sod, with a middle class trendy sports hippy crouching down observing for the camera.', 'Come on getting digging so we can fine something quickly']"
86,yt-1bNx06Nq40k_73.mp4,1,0.2,1.0,0.5454545454545454,0.0,0.8,0.4545454545454546,0.7,0.625,train,"['A kid playing guitar and singing with another kid is playing drums behind him.', 'Kids are singing and playing musical intruments.', 'There is one boy playing the guitar and singing into a microphone and another boy seated a metre or so away from him who is playing a drum kit.', 'There is a young playing the guitar and singing into a microphone while another boy sits a metre away from him, playing a drum kit. ', 'jamming out with friends', 'Two children are seen playing instruments and singing in their band.', 'Kid playing the guitar and singing and another child playing the drums', 'Two children are playing instruments, one plays drums while the other sings and plays guitar.']"
87,yt-1iBn-CjHBgc_22.mp4,1,0.075,0.15,0.0,0.475,0.575,0.8,0.3,0.725,train,"['A baby being held by its mother is crying and then the mother comforts it.', 'A woman attempting to console a small, crying baby. ', 'A woman comforting a crying baby.', 'A woman is holding a crying baby over her shoulder.', 'a crying baby being comforted by their mum']"
91,yt-2Ks8gsK22PA_14.mp4,1,0.325,1.0,0.3409090909090909,0.3,0.825,0.5454545454545455,0.65,0.625,train,"['there are two people each with a drum each banging their hands on them.', 'two men are playing on bongos', 'There are two men who are playing drums in a band and seem to be playing to an audience by their manner.', '2 men playing drums without sticks', 'Playing bongo drums ', 'Two men beat on drums with their hands whilst moving rhythmically ']"
92,yt-2ULEIoRKW_Q_35.mp4,1,0.2,0.265625,0.15,0.025,0.2954545454545455,0.6818181818181819,0.375,0.625,train,"['Two babies laid next to each other both crying', 'Two babies laying down and crying at the same time.', 'Two babies laying in a crib and crying.', 'Two babies are not having a good time as they cry in bed.', 'Two babies are crying. ']"
94,yt-2r4fsa-FerM_512.mp4,0,0.55,1.0,0.35,0.1136363636363636,0.25,0.0999999999999999,0.6111111111111112,0.45,train,"['2 men fishing, both holding fishing rods', 'Two people on a boat deep sea fishing, the person in red has likely caught something and is reeling it in.', 'Two men doing fishing in an ocean.', 'Two people are fishing next to each other. ', 'Two people are on a boat out at sea with fishing rods.  One of the people has a fish on his line and is trying to catch it']"
95,yt-3cMBMW1l4L8_137.mp4,1,0.25,0.9,0.275,0.1818181818181818,0.5,0.55,0.6,0.175,train,"['two women are eating and one of them passes a napkin to the other', 'The people are eating', 'One woman is eating pizza whilst seemingly searching for something, while the other woman is eating pizza and handing a napkin to the first woman. ', 'Two women are sitting at a table eating and one hands the other a napkin.', 'Two women holding heavily laden sandwiches']"
96,yt-3feY7fLgX4M_737.mp4,1,0.15,0.75,0.15,0.075,0.4090909090909091,0.925,0.7,0.1388888888888889,train,"['two men talking in a car.', 'two people in a car, the person on the left is talking, the person on the right is chewing and moves their head slightly to the left.', 'A driver and passenger travelling in a car together.', 'Two young men chatting as they drive', 'two people in a car, one driving one a passenger']"
97,yt-4ECKZXJX9FY_7.mp4,1,0.35,0.975,0.5,0.45,0.725,0.35,0.5,0.6,train,"['two martial artists setting up to attempt to break a piece of wood with a kick.', 'the person on the left is holding a board, the person on the right stands side on and steps toward the board, lifting their leg up and tapping the board with their right foot', 'A Thai Kwon Do student practicing his aim at hitting a board with his foot which the instructor is holding.', 'Two men doing judo, one is preparing to kick a piece of material held by the other man.', 'judo training, trying to break something with a kick']"
99,yt-4JNdEFzM86k_274.mp4,0,0.4,0.075,0.5454545454545454,0.925,0.7,0.9772727272727272,0.5,0.45,train,"['A few people talking.', 'Two people are stood outsde chatting, they both appear to hear an unexpected noise below them', ""A man in a white shirt and a man in a green shirt are both communicating to each other. They make motions with their hands near their ears. Then both turn shocked to look at something on the floor near the man in the green's feet."", 'Asking his friend if he heard that noise, in which they then both look down in the direction the noise came', '2 men speaking together']"
100,yt-4vsQkKl13Qc_682.mp4,1,0.325,0.8,0.225,0.375,0.775,0.9090909090909092,0.425,0.275,train,"['two men discussing work at a desk', 'they are talking about a book', 'Two young men have a discussion while waving some paper around.', 'Discussing the contents in a paper.', 'two adults looking at papers and talking']"
102,yt-6RiK4Sg2tSY_75.mp4,1,0.125,0.109375,0.075,1.0,0.75,0.8863636363636364,0.875,0.325,train,"['A baby laughing', 'A person on the right is holding the legs of a baby and the baby is giggling.', ""An adult holding baby's leg making him laugh."", 'The person is interacting with the baby to make him smile. ', 'A baby is lying on the floor and laughing and interacting with an adult who is holding their legs']"
103,yt-7-zxdVaYzDA_301.mp4,1,0.35,0.125,0.325,1.0,0.8,0.9,0.525,0.2045454545454545,train,"['Two men seated in armchairs and facing each other are conversing', 'One man speaking with/interviewing and older man', 'A middle aged man in a suit is sitting opposite an older man and he appears to be explaining something and gesticulating, while the older gent looks on attentively.', 'Two people speaking in comfortable chairs', 'one person talking the other listening']"
104,yt-74Pt4L0NrGo_187.mp4,1,0.125,1.0,0.0,0.0,0.4772727272727273,0.7,0.725,0.25,train,"['Two kids spreading cream cheese on crackers.', 'Two kids eating and looking all happy.', 'Two boys sit side by side in conversation, both boys are placing some sort of dip onto a snack; one boy smiles at the camera.', 'having fun eating together', 'Two young boys pasting something onto a stick', 'kids spreading something on top of their food', 'Two children who look happy sat together with some kind of food and a plate each.']"
105,yt-7Gw5igJ3Uc0_45.mp4,1,0.1,0.55,0.05,0.7,0.575,0.675,0.875,0.45,train,"['Q woman playing with an infant.', 'a baby sits on a bed laughing as a woman interacts with them', 'A person with long hair leans over and kisses a baby and the baby smiles and looks excited.', 'A mother kisses her young son.', 'There is a young child sitting on a bed and a woman appears in front of the child suddenly which makes the child laugh.']"
106,yt-7eF1aYP8gCQ_9.mp4,1,0.125,0.875,0.175,0.9772727272727272,0.45,0.8,0.7,0.325,train,"['Two kids are in the bath smiling. ', 'Two children are in a bath together, sat down, as the older child blows through a harmonica the younger child laughs.', 'Two young children are laughing and playing together in the bath.', 'Two young children share a bath', '2 toddlers having a bath']"
108,yt-84Tw9n59zw0_24.mp4,1,0.325,0.475,0.25,0.6,0.475,1.0,0.625,0.2,train,"['A woman talks about food while another woman listens to her.', 'Two women are standing and talking in a kitchen with bowls of ingredients, a crockpot, and a large sandwich in front of them on the counter.', 'Shopping channel presentation with female guest explaining product to female presenter.', 'two women looks over some food and discuss the products in front of them', 'Two attractive blonde women talk in a kitchen.']"
109,yt-8U-qwDgKU2E_2.mp4,0,0.15,0.925,0.175,0.5227272727272727,0.3863636363636364,0.6,0.1,0.8,train,"['there is one man sitting in a chair and another man comes over and sprays him with water and slaps him in the face', 'A man spays another man in the face and then slaps him.', 'A child sprays someone with water before slapping them.', 'Person sprayed other person in the face with a hose and then slapped them.', 'a man is pranking his friend by spraying a hose then slapping him']"
110,yt-8jK--lY7pww_12.mp4,1,0.525,0.8181818181818182,0.575,0.0,0.35,0.5,0.625,0.2954545454545455,train,"['a man on a hockey rink.', 'two people on ice, the person on the right is skating in the direction of the camera, moving their arms to help them move. the other is stood still', 'An ice hockey instructor skating forwards on the ice showing a student how to do it.', 'Two ice skaters, one moves forward from the other with the other watching', 'one man skating on ice, one watching him']"
111,yt-9AkGB_rRbIQ_95.mp4,1,0.125,0.25,0.0,0.95,0.575,0.525,0.625,0.35,train,"['Woman cleaning a baby in a sink.', ""A female bathing a newborn baby's head with water from a bowl in the sink."", 'a nurse is checking over and cleaning a newborn child in a sink, while ensuring it is healthy.', 'Awoman is washing a baby;s hair and the baby is upset and crying.', ""A woman washes a baby's hair over a sink.""]"
112,yt-9LkmwSItZlk_5.mp4,1,0.075,0.2,0.025,0.0454545454545454,0.375,0.675,0.125,0.825,train,"['Two babies are crying', 'Twins lying on a bed, both crying. ', 'Two babies crying while laying on a cot.', 'Two babies are laying very close together and crying.', 'two babies crying next to each other']"
113,yt-9OU9ycaIiGM_35.mp4,1,0.075,0.1,0.0,0.2272727272727273,0.5,0.8,0.575,0.325,train,"['A man comforting a infant.', 'a baby crys while sitting on a mans knee', 'A man is holding and comforting a crying baby.', 'A dad comforts his upset baby.', 'A small child is sitting crying whilst the man tries to calm her down by stroking her front and kissing her head.']"
115,yt-A77SpYVvfKE_5.mp4,1,0.425,0.875,0.325,0.9,0.675,0.75,0.4,0.775,train,"['A man sparring with his partner.', 'A kick boxer trains with his trainer', 'One man is holding up pads and another man is kicking them.', 'Two guys are sparring in kick boxing.', 'Two people kickboxing in a ring.']"
116,yt-ACR1T1nMR0E_57.mp4,1,0.35,0.0454545454545454,0.575,0.925,0.5,1.0,0.55,0.125,train,"['Lady talkes with her colleague and gestures', 'One lady explaining something to another lady whilst expressing her feelings with her hand.', 'Giving an opinion on a subject they are both studying', 'One woman is explaining something to another woman in an office.', 'To women are sitting next to each other at a desk covered in paperwork, one women is explaining something to the other woman.', '2 women talking or discussing work or having a meeting']"
118,yt-AhM9i0zrIEo_19.mp4,1,0.05,0.975,0.075,0.65,0.5833333333333334,0.525,0.65,0.1666666666666666,train,"['a mother washing her baby in the bath.', 'an adult is giving a baby a bath, the baby is reacting to water being put on their head.', 'mother and baby bathing together.', 'A mother tending and washing her baby in the bath', 'a mum in the bath bathing her baby who is in a smaller bath']"
119,yt-BJa2Fs1UyZ0_71.mp4,0,0.175,1.0,0.25,0.05,0.45,0.65,0.625,0.275,train,"['Two young boys are cleaning a paddling pool by using brushes in soapy water', 'The boys are playing in the water', 'Two young boys are brushing what looks like a plastic pool.', 'Two boys are in a swimming pool, one sitting and one standing, and they are each holding a long-handled cleaning pole.', 'Boys attempting to clean water from the ground']"
120,yt-BVDyfz_RdZo_168.mp4,1,0.6,0.34375,0.65,0.025,0.3863636363636364,0.3409090909090909,0.675,0.775,train,"['there is a woman performing tap dance while another woman sits behind her and plays an instrument', 'A lady plays the piano while another lady dances.', 'A woman in pink dances while a friend watches.', 'Woman tap dances while another woman plays piano.', 'a lady is dancing and celebrating in a dance class']"
121,yt-CQzqhM81T_M_5.mp4,1,0.075,0.125,0.0,0.0,0.725,0.525,0.075,0.7272727272727273,train,"['Two very small babies are wrapped up side by side and crying hard', 'Two very young babies crying side by side', 'Two babies, wrapped up cosily, are lying on their backs next to each other crying loudly.', 'Two babies crying, they are very young and might be twins', 'crying babies']"
122,yt-CycYi5Z5guk_25.mp4,0,0.225,0.9545454545454546,0.3,0.85,0.25,0.4,0.2,0.5227272727272727,train,"['two men outside a door, both are drinking but one is smoking', 'The people are smoking ', 'A man take a puff of a cigarette and is seemingly about to blow the smoke the other mans face, who is shivering from the cold. ', 'Two men are standing in the street holding cups and one of them takes a puff of a cigarette and blows it towards the other one.', 'Two men stood outside with a coffee in hand, one man is smoking and the other wears a cap']"
123,yt-D0FQ_5wWv_s_5.mp4,1,0.025,0.025,0.0,0.175,0.8181818181818182,0.825,0.825,0.375,train,"['A mother delightfully playing with her blind baby.', 'a woman is holding a smiling toddler', 'A woman and a child laughing together.', 'A woman and baby laughing', 'Mother interacting with child', 'woman cradles laughing toddler', 'A child seems to be laughing and remembering something, while embraced by their mother.']"
124,yt-DlUgLVITRn0_3.mp4,1,0.3958333333333333,0.975,0.6,0.0909090909090909,0.1136363636363636,0.55,0.35,0.25,train,"['Friends chatting in a room.', 'two women are standing in a room, both wearing dresses, one woman eats something and the other notices and looks annoyed', 'Two women in a room.', 'A Woman texting whilst standing with another woman', 'girl looking peeved and  not happy about what other girl is doing', 'two young women casually hanging out', 'The woman on her phone seems unimpressed (""like really? ...) with the other woman in pink. ']"
125,yt-DnrzWno9RY0_28.mp4,1,0.0833333333333333,0.125,0.1,0.675,0.3409090909090909,0.65,0.625,0.45,train,"['A crying baby is lying beside a wide-eyed, calm baby.', 'Two babies are lying next to each other, holding hands. One of the babies is crying and one of the babies is smiling.', 'Baby girl comforts crying Baby boy in bed', 'two babies lay in a bed and one of them is crying while the other watches on', 'One baby cries while another watches.']"
126,yt-EB_2BGaRiNU_9.mp4,1,0.0,0.925,0.05,0.975,0.475,0.875,0.7,0.25,train,"['A dad is showing his son how to brush his teeth', 'The boy is brushing his teeth', 'A young is getting ready to brush his teeth and his father is watching. ', 'A man is watching his little boy clean his teeth.', 'Child seems a bit reluctant to put food to his mouth with an adult watching, however, the child eventually does']"
128,yt-FSXBt3Sak1E_25.mp4,1,0.05,0.525,0.0,0.325,0.55,0.875,0.85,0.3,train,"['Mum fanning baby', 'a woman smiling with her baby', 'A woman holding a happy baby.', 'Playing with a baby.', 'An adult holding a baby']"
129,yt-G7OeEYC-zy4_57.mp4,1,0.1,0.975,0.075,0.5454545454545454,0.5,0.95,0.75,0.475,train,"['girl combs hair of her little brother', 'Boy typing on the computer keypad and girl, potentially sister, combing his hair with a brush.', 'A girl enjoying brushing her friends hair.', ""A girl is brushing a boy's hair while he plays on the computer."", 'One child is working on a computer whilst a girl next to him brushes their hair.', 'one girl combing a boys hair probably brother and sister']"
130,yt-HNPvM6RfXsY_12.mp4,1,0.075,1.0,0.275,0.225,0.4318181818181818,0.25,0.725,0.4166666666666667,train,"['two babies are sitting together and brushing their teeth', 'Two babies are brushing their teeth.', 'Two children brush their teeth in play toys', 'Two babies brushing their teeth.', '2 toddlers brushing their teeth']"
131,yt-HT3D9Cpx8Lw_28.mp4,1,0.525,0.4791666666666667,0.325,0.1,0.4,0.575,0.275,0.6590909090909091,train,"['A crying child holding onto the side of a pool with a man in the pool nearby him', 'The child is being taught how to swim.', 'A young girl swimming and crying at the edge of a pool while a man swims behind her.', 'a child crying because they dont like the water in the pool', 'a child in a pool learning to swim with an older boy ']"
132,yt-HYtGXOKUyCk_5.mp4,1,0.225,0.015625,0.175,1.0,1.0,0.8636363636363638,0.8,0.525,train,"['Two girls playing Pat a cake, Pat a cake', 'two children are doing a kids handshake in a living room', 'Two girls playing patticake.', 'Two girls playing a clap hand game', 'two friends playing a hand game which involves a ""pat-a- cake"" theme', 'two girls playing a clapping game', 'Two girls are playing a hand game together.']"
133,yt-H_bBYuPxXkU_71.mp4,0,0.45,0.175,0.375,0.175,0.6818181818181818,0.55,0.8055555555555556,0.45,train,"['Two men are dancing near a water fountain.', 'two men dancing', 'Two guys are making the robot dance move out in public', 'Two teenage boys are practicing particular dance moves like stick people.', 'Two people street dance next to each other.']"
135,yt-HsV1AkMICLQ_51.mp4,1,0.275,1.0,0.55,0.0909090909090909,0.275,0.5,0.775,0.6,train,"['A guy is playing the drums and jamming to music on headphones.', 'A young man wearing headphones plays the drums.', 'Playing drum set in a studio', 'A male playing the drums with some headphones on', 'A man plays the drums.']"
136,yt-Jpw2EHf2-3s_508.mp4,0,0.425,0.75,0.3,0.175,0.725,0.675,0.375,0.4318181818181818,train,"['Two men in the army talking to each other in wilderness. ', 'Soldiers talking.', 'Two men stand side by side, in conversation, in a forest while carrying two weapons, one of the men removes his hat.  ', 'brothers in arms outdoors ', 'Two men in military attire stand watching, while carrying archery equipment and backpacks.', 'two army men standing in a field, chatting to each other.', 'Two adults in military style clothing are standing in what looks like a wooded area, one of them removes his cap.']"
137,yt-K1EmbP7RMrQ_103.mp4,1,0.2,0.7,0.35,0.1136363636363636,0.4545454545454545,0.375,0.75,0.4,train,"['Two children are dancing in the kitchen.', 'two children dancing', 'Two kids are in the kitchen dancing and playing around', 'Two young boys are trying to copy the dance moves they see on the television.', 'Two children dance next to each other without any real interaction with one another.']"
139,yt-K8ATZKxAgck_32.mp4,1,0.225,0.1,0.0,0.025,0.3,0.625,0.375,0.725,train,"['A curious and calm toddler sits on a green sofa while another toddler leans on him and cries  ', 'Two toddlers on a sofa together', 'Two babies, one crying and the other laid back, sitting on a sofa.', 'Two babies, both wearing orange clothing. One is crying', '1 baby crying the other baby looks bemused']"
140,yt-KYxzJcHV8bI_485.mp4,0,0.525,0.9583333333333334,0.525,0.95,0.575,0.925,0.475,0.4772727272727273,train,"['Child standing on a swing with a girl watching ', 'Two girls playing and one is on the swing.', 'One girl standing on a swing as another girl looks on.', 'One kid playing on a swing and a girl watching them play', 'one friend standing on a swing while another friend watches ']"
141,yt-KZqqB7yoVYw_11.mp4,1,0.525,0.1,0.625,0.025,0.8055555555555556,0.1999999999999999,0.75,0.25,train,"['two young girls practise ballet', 'Two girls performing ballet moves in a dance hall. Jumping from one side to the other.', 'Young children learning the basics of ballet', 'Two girls are practising their ballet moves.', 'The two dancers jump to one side, they time their movements to be identical.', 'two ballerinas practicing']"
142,yt-LBVBFl3eNg8_88.mp4,1,0.125,0.075,0.2,0.925,0.5,0.925,0.025,0.775,train,"['two people in a vehicle and one slaps the other on the face with the other person is disbelief.', 'a man with sunglasses slaps another man in a car', 'Two men appear to be in a vehicle and are arguing or speaking in a heated manner.', 'man slaps woman on cheek', 'Hitting and arguing ', 'A man in glasses angrily slaps another man in a car']"
143,yt-LrJEzt-ytsM_18.mp4,0,0.425,0.85,0.0454545454545454,0.05,0.55,0.7045454545454545,0.625,0.2,train,"['A little girl getting off Daddys ride on mower.', 'A man is helping a child get off a small vehicle ', 'A young girl being helped down by an older boy.', 'Man helping a child off a motorised vehicle', 'small child alighting  from  a ""dodgem"" who probably didn\'t like being squashed in', ""little girl climbs off ride on lawn mower with driver's help"", ""A man appears to be observing a little girl dismount the lawnmower, and he holds her hand to ensure she is safe and doesn't fall.""]"
144,yt-M1SHOxaP24s_29.mp4,0,0.15,0.95,0.0,0.0681818181818181,0.475,0.3249999999999999,0.475,0.375,train,"['A man watches food cook on the barbecue with a baby in his arms and then closes the lid.', 'barbecuing with a baby on her lap', 'A guy is holding his baby well closing the BBQ lid filled with meat and then licking his hand after.', 'The dad closed the top of the hot grill open while holding his infant child to his stomach in front of him.', 'A man holds a baby in one arm whilst closing the lid of a barbecue with the other arm.']"
146,yt-M7LSf18G1-k_30.mp4,1,0.525,0.225,0.25,1.0,0.7,0.7272727272727273,0.25,0.625,train,"['A kickboxer training.', 'Two people are standing in a sports hall practising kickboxing, one is holding pads while the other demonstrates a high kick.', 'Two men in a gym together. They appear to be doing trial or practice martial arts on each other. One on the right makes a sparring motion and then kicks towards the one on the left, and the other watches as though learning. ', 'Kickboxing practice with his sensai', 'one man kicking the other who is stood in protective gear']"
147,yt-MJMvM4DjVVY_67.mp4,1,0.025,0.05,0.025,1.0,0.9318181818181818,0.975,0.675,0.5277777777777778,train,"['two women sit cross legged face to face and play a game clapping their hands together', '\nTwo girls are playing a hand game together.', 'Two females slap hands together in a game', 'Two people play a hand clapping game.', '2 girls are playing pat a cake']"
149,yt-MqMKjrKRXmI_35.mp4,1,0.275,0.25,0.525,0.0227272727272727,0.05,0.2249999999999999,0.3,0.75,train,"['A baby is crying while a toddler sits by and ignores it.', 'A baby wearing a bib and lying on a couch cries at the camera while an older child sits on the same couch, looking at something off-camera.', 'Baby on sofa crying whilst female toddler in disinterested and plays video games', 'A baby crying next to the camera and a young girl sitting in the background', 'A baby cries while its sister sits by.']"
150,yt-NNVHWypc0No_309.mp4,0,0.25,1.0,0.35,0.65,0.825,0.725,0.625,0.35,train,"['Two boys building something using wood.', 'A young man and a boy are working with a wood frame of some kind.', 'A young man and a boy are working with a wood frame.', 'two boys holding sticks and building something in the dirt', 'Two kids wood working ', 'Two boys are working together building a structure made of wooden stirps. One boy has gloves on and is holding a piece of wood in place while the other boy works at the other end of the strip of wood.', 'Two boys are building something with wood.']"
152,yt-NyoDNKkeCkE_20.mp4,1,0.25,0.675,0.325,0.875,0.375,1.0,0.125,0.525,train,"['A policeman is talking to the male driver of a vehicle.', 'traffic cop talking to man', 'An officer is talking to a guy in his vehicle ', 'A policeman is standing by the car window and talking with the driver who is holding a can of drink.', 'A police officer talks politely to a man.']"
154,yt-OGAx__6iSTs_17.mp4,1,0.125,1.0,0.325,0.1,0.125,0.25,0.75,0.425,train,"['A young child tries out a drum set while a parent sits behind looking on', 'A toddler boy is testing out a drumming test at a music store.', 'mother watching son playing the drums with a headset on', 'A child testing out some drums in a music shop with a happy parent watching.', 'a younger child playing drums when an older adult smiles and watches', 'a small child playing drums while the mother watches him', 'A young child playing drums while wearing headphones', 'A young boy wearing headphones playing on a drum set, while a woman sits behind him, supervising.', 'Child wearing headphones plays the drums, while an adult looks on', 'A young boy is playing the drums whilst his guardian watches and smiles', 'Mother observing kid playing percussion']"
155,yt-OurLBAGyI9c_16.mp4,0,0.65,0.85,0.325,0.15,0.475,0.7,0.425,0.3,train,"['Two men are fishing under a ice lake.', 'Two adult males with fishing equipment in arctic conditions.', 'two males are preparing to do some ice fishing, in cold artic temperatures, while setting up their tools.', 'A man is fishing in a snowhole, and another man carefully approaches and squats down.', 'Two men ice fishing.']"
156,yt-P3MNLNyt_98_51.mp4,0,0.35,0.725,0.125,0.075,0.3181818181818182,0.7,0.5,0.3333333333333333,train,"['Two people are wrapped up out in the snow and the smaller one picks something up', 'The people are walking in the snow.', 'A man and child are wearing green camo attire in a snowy area and the child picks an item up from the snow on the ground. ', 'An adult and a child are standing in snow and the child bends down to pick something up.', 'One man steps back whilst the other picks up something from the snow']"
157,yt-PWO7CMF5otY_336.mp4,1,0.15,0.8,0.125,0.7,0.375,1.0,0.15,0.7,train,"['A girl on her driving lesson shouting at her driving instructor.', 'The woman driving the car is mad at the man sitting next to her, and she shouts at him to shut up, while the man is shocked', 'A woman angrily speaking to a man in a car.', 'A women shouting at a man ""shut the f**k up""', 'Female driver angrily disagreeing with male passenger', 'Woman driver yells at passenger', 'The woman appears to be swearing at the man, and he is shocked.']"
158,yt-PZF2qQpnGcI_97.mp4,0,0.525,1.0,0.3,0.1363636363636363,0.775,0.7,0.575,0.65,train,"['2 men fishing, one of them is holding a fishing rod while the other holds a big net', 'Two people on a boat, one is fishing with a pole while the other has a large net ready and waiting to catch.', 'Two men doing fishing.', 'The man is using a fishing pole and his friend is holding the net. ', 'Two adult males are on a boat out at sea. One has a landing net, the other has a fishing rod and is trying to bring a fish in']"
159,yt-PkN1YKOuOYE_6.mp4,1,0.05,0.125,0.0,0.9772727272727272,0.875,0.875,0.8,0.3409090909090909,train,"['A man holds a baby boy near his face and they are playing.', 'Father interacting with his young son.', 'The man is holding his baby.', 'A man holds a baby up his chest, plays ans speaks to the baby.', 'Blowing raspberries']"
160,yt-Qk-3RGy0rwk_18.mp4,1,0.15,0.975,0.125,0.025,0.5833333333333334,0.475,0.725,0.25,train,"['A toddler brushes the hair of an older person from behind them.', 'A young child uses a comb to brush the hair of an elderly man.', 'Young boy roughly brushes old mans grey hair from behind', 'a young child wanting to be helpful and brushing an old mans hair harshly for him while the old man lets the child.', ""A child brushes an older man's hair.""]"
162,yt-SHe7vXXrv44_21.mp4,1,0.05,0.9,0.05,0.275,0.875,0.275,0.7,0.225,train,"['A dad is helping his son brush his teeth', ""The dad is brushing the baby's teeth"", 'A man begins brushing a babies teeth whilst the baby is already brushing their own teeth. ', ""A baby is trying to use a toothbrush while a man is cleaning the baby's teeth."", 'Adult, presumably father, spoon feeding a child']"
164,yt-U87RJqCZT8w_16.mp4,1,0.325,1.0,0.425,0.025,0.25,0.25,0.475,0.875,train,"['Two young men throw medicine balls and a close wall and then catch the bounced balls.', 'Two men throwing balls against the wall.', 'The people are exercising with medicine balls.', 'Two people are seen in the video practicing throw and catch', 'Throwing medicine balls off the wall']"
165,yt-UPu938CNhYc_35.mp4,1,0.425,0.9090909090909092,0.225,0.925,0.725,0.65,0.475,0.8,train,"['Two men performing a karate routine.', 'A person is practicing a martial art kick, while another person holds a mat for them to kick into.', 'Man kicking target held by another man.', 'Two martial art type people are practicing kicking a blue pad.', 'Two men practicing a martial art as kicks the cushion the other is holding.']"
166,yt-UZjgD-xTz9Q_310.mp4,1,0.075,0.575,0.25,0.175,0.475,1.0,0.55,0.25,train,"['Two guys in a car talking. ', 'Two males are discussing something together in a car, both seem to be involved and engaged in discussion.', 'The driver is telling the passenger something. He seems to be fed up and frustrated. He made a hand movement to express this. The passenger glanced at him, in an irritated manner.', 'Two men wearing black t shirts talk in a car whilst driving', '2 young men, one driving one in passenger seat']"
169,yt-VmGqoK-hmHc_47.mp4,0,0.375,0.984375,0.375,0.05,0.4090909090909091,0.4545454545454546,0.625,0.475,train,"['A woman and a boy mowing the lawn together, the boy has a toy mower and the woman a real one.', 'A mother a lawn mowing. The baby is as well, but not really because his lawn mower is a toy. The mother definitely bought the toy for him because every time she tried to do her garden in peace, this little human would try to help her thinking he could do a better job, but really just wasting her time. Very adorable.', 'A woman is mowing a lawn with a lawnmower while a baby appears beside her and pretends to mow the lawn with a toy lawnmower.', 'helping nanny with the grass', 'A young child imitates mowing the lawn', 'A kid joining in with his grandma moving the grass.', 'A lady is mowing her lawn while a small child pushes a toy lawnmower near her.']"
170,yt-WsSVHEX7LdQ_144.mp4,0,0.55,1.0,0.675,0.175,0.175,0.6,0.425,0.15,train,"['two men are in the snow one is sitting down and fishing and the other one is standing and watching him', 'One man is ice fishing while another man is standing by watching.', 'A man sat on a snow block is preparing to fish while his freind watches', 'Two people in snowy mountains. One man is holding some kind of stick over something black in the snow (not sure what it is).', 'people ice fishing together']"
