,video_name,rating-indoor,rating-expanse,rating-object,rating-agent_distance,rating-facingness,rating-joint_action,rating-communication,rating-valence,rating-arousal,stimulus_set,captions
171,yt-XTX0BNJrLcc_97.mp4,1,0.0,0.0909090909090909,0.0,1.0,0.625,0.85,0.8,0.3,train,"[""A woman is playing with her baby, she's playfully biting the baby's finger."", 'A mother playing with her baby.', ""A woman is playing with a baby - the woman pretends to eat the child's fingers while the child"", ""There is a woman playing with a baby - the woman pretends to eat the baby's fingers while the baby reaches out to the woman's mouth and smiles as they play."", 'mommy bit my finger', 'A young baby tries to touch their mums face and gets more than they bargained for.', 'A mother playing with a baby.', ""A lady playfully sucks on a baby's fingers which makes the baby smile.""]"
172,yt-YHZCo34wpMQ_3.mp4,1,0.0,0.975,0.0,0.3,0.5681818181818182,0.375,0.825,0.1944444444444444,train,"['Father encouraging his baby to clean its teeth by example', 'a man brushing with his son', ""An adult brushing his teeth while holding a baby who also has a toothbrush, although he doesn't seem to get what to do with it."", 'Brushing teeth with son.', 'A man and child brushing their teeth']"
173,yt-Z02VjQcNxv0_5.mp4,0,0.1,0.975,0.15,0.3,0.925,0.925,0.85,0.175,train,"['A grandparent helps a toddler water a bush with a small green watering can.', 'A father is doing some gardening with his toddler daughter and hands her a green watering can.', 'an old lady is showing a little girl how to water plants', 'An adult is teaching a young child to water the plants.', 'an older person and a younger child working together outside, looks like gardening as the younger one has a watering can', 'father helping the daughter water the plants ', 'A father and daughter watering a dead looking plant\n', 'An adult handing a small watering can to a child, gently guiding her movements to show her how to water a grassy plant.', 'A parent shows her baby daughter how to use a watering can', 'An adult is giving a small child a watering can to help water the garden', 'Women and child gardening']"
174,yt-ZXSB3uT5Rk8_91.mp4,1,0.375,0.45,0.375,0.05,0.65,0.375,0.8,0.275,train,"['Sisters having fun dancing in front of the camera.', 'two children are dancing in a living room', 'Two girls dancing at home.', 'Two girls dancing', 'two children probably watching and following dance routine on Wii', 'two older female children dancing', 'Two sisters are dancing together in their living room.']"
175,yt-_I70R4j_tjA_309.mp4,0,0.575,0.1363636363636363,0.075,0.075,0.775,0.525,0.825,0.2045454545454545,train,"['A couple who is holding hands taking a stroll.', 'A couple holding hands walking across with a backdrop of a mountain range.', 'a married couple are on a hike around the mountains on a hot summers day, they are holding hands are going at a brisk pace.', 'A man and woman seem to be enjoying a walk through the mountains, whilst holding hands.', 'A man and a woman hold hands and walk over a mountain.']"
177,yt-aunEHRTiMrQ_22.mp4,1,0.05,1.0,0.1,0.625,0.7,0.625,0.45,0.25,train,"['An older child is sitting on a bed putting something into the mouth of a younger child lying beside him', ""A little boy is amused at playing with a toothbrush in his baby brother's mouth."", 'big brother is brushing his little brothers teeth while he lies down on bed', ""A big brother helping to brush his little brother's teeth in bed."", 'two children playing together, one is older than the other. he has a small toy hanging it around the younger ones face', 'big brother playing with the toothbrush in the little brothers mouth', 'An older sibling brushing his toddler younger siblings teeth', ""Two boys sitting on a bed; the older of the two, sitting, brushes the younger one's teeth as he lies back."", 'A child is sitting twirling a strap on the clothes of his sibling', 'A young boy looks to be brushing his baby brothers teeth', 'Two children in the bed']"
178,yt-b6BhSLVUPuc_188.mp4,1,0.2291666666666666,0.975,0.225,0.525,0.6818181818181818,1.0,0.6,0.35,train,"['A man mixing a bowl while a woman stands next to him in the kitchen talking', 'A man preparing ingredients.', 'Two people in a kitchen preparing food.', 'A couple appears to be filming a cooking show.', 'The man is mixing food in a bowl while the woman talks. ']"
179,yt-cUygizD21xo_35.mp4,1,0.375,0.075,0.325,0.025,0.85,0.675,0.7,0.45,train,"['two women in a garden, doing what appears to be a dance routine.', 'two people clap with their hands in the middle, they step back and clap closer to the floor, they then lift their arms above their heads and move them from left to right', 'Two females practicing a sequence dance routine together.', 'Two girls dancing in synchronizing and appearing to be happy', 'two people doing a synchronised dance']"
180,yt-cYECXplgRi4_15.mp4,1,0.075,0.9090909090909092,0.075,0.375,0.525,0.825,0.875,0.475,train,"['Woman laughs as baby in highchair chews cake she has given him.', 'Mother enjoying feeding her baby a cupcake.', 'The mom is feeding the the baby dessert and the mom is having fun.', 'A woman is happily feeding baby, who is sitting in a feeding station with a bib around his/her neck.', 'Feeding baby cake']"
181,yt-ccsCZ0yttAI_264.mp4,1,0.1,0.15,0.0227272727272727,0.725,0.8333333333333334,0.6041666666666667,0.525,0.7272727272727273,train,"['Man is laying on his back on the floor and puts his feet near shoulders of a kneeling man, maybe to learn a defense move.', 'Two men demonstrating self defense techniques.', 'The man is doing martial arts with the other person.', 'A man dressed in a white martial arts gear is seen with another man in a position that appears as if the man in uniform is training the other man.', 'Ju-jitsu']"
182,yt-cf6C48WpbPE_21.mp4,1,0.2,0.9,0.325,0.0227272727272727,0.025,0.0681818181818182,0.125,0.175,train,"['Woman smokes cigarette while man sitting near her looks down at phone or book.', 'Man engaging with his cell phone while a woman sitting next to him smokes.', 'The lady is smoking and the guy is on his phone.', 'Two young people are seated in a seemingly relaxed manner, with the person in the foreground smoking a cigaret.', 'Smoking a cigarette']"
183,yt-cqmZWMjSuy0_205.mp4,1,0.225,0.55,0.2,0.15,0.8409090909090909,0.75,0.8888888888888888,0.475,train,"['two woman singing and dancing and one is clapping', 'Two Asian women sing and dance.', 'A woman with a selfie stick dances with a friend', 'Two women dance. One sings while cooking, the other claps.', '2 asian ladies are dancing and celebrating']"
186,yt-eKsNke8uDhE_5.mp4,1,0.075,0.2083333333333333,0.0,0.55,0.65,0.525,0.125,0.7727272727272727,train,"['Two babies lie together, one screams', 'Twin babies are waking up hungry from their sleep, one of them is crying hysterically and the other thinks the cloth is a bottle.', 'baby crying next to another baby while its chewing on the crying babys top', 'Two young babies, maybe twins, one crying and one nuzzling for food.', 'two babies crying', 'two babies. one is crying and the other one is ', 'Two babies crying', 'Two babies lying next to each other, one possibly sleeping and the other crying.', 'A baby is crying as another lies by its side', 'Two babies in white are laying down; one of them is crying, whilst the other is leaning into their shoulder.', 'Two small kids crying in the bed']"
187,yt-fBN0EWsZbnk_14.mp4,0,0.6,1.0,0.65,0.25,0.75,0.35,0.7,0.3863636363636364,train,"['Two boys one older and one younger mowing the lawn walking around', 'Kids using lawn mowers, one is a big lawn mower and the other is a tiny lawn mower.', 'Two children mowing a lawn with lawnmowers.', 'A boy cuts the grass as a younger boy imitates him with his toy lawnmower.', 'The man and the boy are mowing the lawn. ']"
188,yt-fCaGeX3EZzc_44.mp4,1,0.1,0.925,0.1,0.025,0.5454545454545454,0.425,0.5833333333333334,0.125,train,"['Mum letting baby put toothbrush in its mouth', 'a baby with her mom', 'A woman with a squirmy baby on her lap.', 'Baby brushing teeth.', 'An adult with a toddler sat on her knee chewing a toothbrush']"
189,yt-gEpYfnTt5_c_51.mp4,1,0.1,0.25,0.3,0.75,0.7,0.85,0.85,0.2,train,"['Two babys playing on the floor next to a crib.', 'Two young children are smiling at one another in their crib.', 'One baby stands, both babies smile.', 'Two children in a cot smiling and laughing at each other.', 'Two babies smiling at each other in a cot.']"
190,yt-gcN3azy8GDY_38.mp4,0,0.675,0.96875,0.125,0.3181818181818182,0.8181818181818182,0.9090909090909092,0.675,0.3,train,"['two people with one person showing the person how to throw the baseball.', 'a girl picks a ball out of her baseball glove and throws it while another girl is walking over to her', 'Two adult females are playing a game of baseball and one is kneeling with her glove holding the ball and is preparing to bowl.', '2 femals practising sport', 'Throwing a ball', 'A girl throws a ball, whilst another watches on']"
191,yt-gdfrW0ohNCU_61.mp4,1,0.275,1.0,0.35,0.1,0.125,0.2249999999999999,0.85,0.55,train,"['Little kid takes his time playing drums', 'A young boy playing the drums with headphones on. A lady sitting behind him watching.', 'a child learns to play the drums whilst his teacher watches on.', 'A boy is playing the drums wearing headphones.', 'A boy is playing the drums, a woman is sitting behind him and looking at him.', 'black boy drumming with his white teacher behind supervising ']"
194,yt-gyHCZmoE-Gc_173.mp4,0,0.425,1.0,0.475,0.0,0.2045454545454545,0.55,0.675,0.5555555555555556,train,"['Two ladies in hip height water in bathing suits, one is casting a fishing line', 'A woman is in the sea and is throwing a fishing rod across the water.', 'woman in bikini in the sea swings a fishing rod', 'A couple of ladies in the sea, one doing some fishing.', 'older adult in the water fishing', 'a lady in the same water she is fishing ', 'A woman casts a fishing line into the water while standing in the water.', 'Two women standing in a lake on what looks like a bright summer day; one holds a fishing rod which she casts into the water.', 'A lady in a bikini tries to cast a fishing line, but apparently fails', 'An adult woman is fly fishing in the sea ', 'Two girls in water fishing']"
195,yt-hFPoxM6C8v0_4.mp4,1,0.125,1.0,0.2,0.65,0.2272727272727273,0.425,0.65,0.225,train,"['Two kids are playing in their lounge', ""Two children are playing together; one is laying down looking at a younger child, squatting next to them, whilst putting something in it's mouth."", 'A toddler is lying on the floor looking at another toddler who puts a toy in his mouth.', 'two young children, one on their back, the other squating play with toy tubes of toothpaste', '2 small toddlers playing']"
196,yt-hHV1-no0rkQ_102.mp4,1,0.225,0.25,0.15,0.3863636363636364,0.6944444444444444,0.725,0.45,0.0555555555555555,train,"['A man helping an older woman with her physical ailments.', 'A woman is laying down on a mat receiving professional physiotherapy advice from a person.', 'Man explaining exercise to lying woman.', 'A man helping an elderly man who is on his back.', 'The student lies on a yoga mat whilst their trainer explains what to do.']"
197,yt-hXKxZId2MC0_139.mp4,1,0.55,1.0,0.7,0.6,0.6,0.75,0.675,0.5,train,"['Two musicians playing drums.', 'Two people are sitting opposite each other behind drum kits, they appear to be playing music together.', 'Two men on opposite sides of the screen are playing two sets of drums that are pressed up against each other. Both are playing different rhythms and beats. It does not appear that they are communicating.', '2 Friends playing drums together in a room.', '2 drummers in one room each with a drum set']"
200,yt-iRPNwUaA-5w_236.mp4,0,0.55,0.95,0.35,0.525,0.7,0.575,0.275,0.425,train,"['two men in camo gear are sorting out their gear', 'Two soldiers stand in a field while one sprays something on the shoe of another.', 'looks like 2 men in the tall grass area wearing cameo clothes.', 'One soldier sprays the sole of another soldiers boot which is lifted up by raising the leg backwards.', 'Some reason they are cleaning shoes on their hunting mission.']"
202,yt-iYZvTOb0gWU_608.mp4,1,0.1,1.0,0.2,0.275,0.7954545454545454,0.95,0.6944444444444444,0.025,train,"['two women are doing crafting together and the woman in the purple seems to be learning from the other woman', 'Two ladies are looking at a yarn project together.', 'A lady is teaching another lady', 'Two women in front of a shelf full of yarn. One is looking at something knitted.', '2 women talking about stitching']"
203,yt-ieUSTTGb3P8_9.mp4,1,0.1,0.25,0.025,0.975,0.5,0.725,0.75,0.25,train,"['Two bald children playing in the bath.', 'Two babies are taking a bath, one is splashing the water.', 'Two small twin looking babies in a small baby tub are having a bath. The baby on the left is making splashing water motions as the baby on the right watches.', 'Two tiny infants having a bath/soak in a basket submerged in a tub', '2 children in water, one splashing']"
204,yt-ix0bg7Lgyas_26.mp4,0,0.65,1.0,0.575,0.525,0.925,0.55,0.7,0.75,train,"['Girl passes the ball to boy then runs away, then boy passes it back to she', 'Two lads playing american football in the garden.', 'Two friends playing american football together in their garden.', 'Two boys are playing rugby outside at the end of the day.', 'A girl and boy are playing with a ball, the girl throws the ball to the boy and runs to catch it as the boy throws it to her.', 'Kids playing football one throwing and one running away to catch']"
205,yt-k2tmlKg0MsU_33.mp4,1,0.025,0.975,0.0,0.125,0.6666666666666666,0.7083333333333333,0.7,0.1818181818181818,train,"['A woman and a kid are watching something on an ipad. ', 'A mother is holding her child while she is showing the child something on a portable device and looking at the child to see the reaction.', 'A woman is holding a toddler on her knee and holding a mirror up to him.', 'a woman and baby watch something on a small screen', 'mother teaching baby']"
206,yt-k6Ildfvd4wA_76.mp4,1,0.2,0.03125,0.225,0.825,0.6818181818181818,1.0,0.6,0.325,train,"['A chef talking to a woman in the form of an interview.', 'A chef and another person are talking in a restaurant kitchen.', 'Man talking to woman in kitchen.', 'A chef talking to a women in a kitchen.', 'The lady is listening intently to what the man is saying.']"
207,yt-krmQtsQUk1Q_485.mp4,1,0.025,0.1590909090909091,0.0,0.975,0.75,0.8,0.875,0.45,train,"['Man tickling a laughing baby', 'The dad is making the baby laugh.', 'A baby on its back laughing as an older man plays with them.', 'a dad tickling his baby', 'a farther tickling and playing with his son ']"
208,yt-l8je0Vm72u4_988.mp4,0,0.725,0.9318181818181818,0.875,0.075,0.4,0.3,0.225,0.3,train,"['Men are preparing rubbish for the skip.', 'Men work outside with large truck.', 'Rubbish collectors are standing behind their vehicle, while one is bagging up some rubbish the other is smoking and doing nothing.', 'Two males trying to remove garbage in a truck. ', 'A skip is being either loaded up or put down while an operator looks on. ']"
210,yt-lTeHKYHiVcM_15.mp4,1,0.175,0.125,0.025,0.275,1.0,0.6,0.775,0.675,train,"['Two people dancing together.', 'Woman and man dance together.', 'A man and a woman are doing a sort of jive dance together, holding hands, in front of a mirror.', 'Two adults learning how to dance together.', 'A man and a woman are kicking their legs simultaneously as part of a dance routine. ']"
211,yt-lif69GRiRLE_101.mp4,1,0.4,0.525,0.275,0.025,0.5909090909090909,0.4499999999999999,0.8888888888888888,0.525,train,"['a young boy and girl are dancing to the television', 'Two small children dance in a living room', '2 children seem to be watching something on a tv and dancing to it.', 'Two kids follow a TV dance instruction, staring at the TV.', '2 children dancing to something on the TV / computer screen']"
212,yt-lzsldb9fo70_4.mp4,1,0.175,0.85,0.15,0.05,0.875,0.9772727272727272,0.7,0.3,train,"['One child pushing another in a toy trolley ', 'Two kids playing.', 'One toddler sitting in a toy rolling chair while another toddler stands behind him.', 'a small boy getting ready to push his brother in a chair with wheels', 'a brother pushing his brother on a toy car ']"
213,yt-m2cwo-pEgDY_25.mp4,0,0.2,0.78125,0.3,0.975,0.7727272727272727,1.0,0.475,0.35,train,"['a man is crouching and speaking to another crouched man', 'Tow men knelt over a lawnmowers talking', 'shows 2 men talking to each other about the lawn mower .', 'An expert telling a leaner about some garden control machinery, both crouched down on a trailer tailgate ramp.', 'Explaining the way to use a grass cutter / Lawn mower']"
214,yt-mqSlRcLajN4_267.mp4,1,0.075,0.9,0.25,0.0,0.2727272727272727,0.825,0.525,0.05,train,"['A man quietly drinks a beer while a friend watches something in silence.', 'Two men drink together.', 'Two men are in a pub and one is drinking beer but his friend is not looking at him or interacting with him. ', 'Two males in a bar drinking.', 'Two men are sitting, one is talking while another sips beer.']"
215,yt-n2JqR0WrAFA_35.mp4,1,0.025,0.05,0.025,0.9090909090909092,0.575,0.875,0.4,0.5,train,"['A man holds a crying baby in his arms.', 'man with crying baby', 'A guy is holding his baby and the baby is crying', 'A new father is holding and watching intently a young infant who is starting to get a little cranky.', 'A man tires to comfort a crying baby.']"
216,yt-nJH9cpyHtro_94.mp4,1,0.4,0.8863636363636364,0.625,0.025,0.925,0.425,0.775,0.475,train,"['Woman plays keyboard and sings as girl behind her plays drums.', 'Two women making music together, one playing the keyboard and the other on the drums.', 'The people are playing music and singing.', 'Two young female musicians are visible, playing musical instruments.', 'Playing music']"
217,yt-nk1ilLx3z1E_10.mp4,1,0.4,0.975,0.5,0.0,0.4,0.3409090909090909,0.675,0.275,train,"['A boy stood twirling things in his hand while a man sits drumming behind', 'An adult playing the drums while the child is moving drum sticks with his hands.', 'An adult playing a drum kit while a child stands in front waving sticks.', 'A boy reacts to the live music being played behind him.', 'A man is playing the drums while a boy is swinging mallets. ']"
218,yt-o0tfI02ehDE_1.mp4,1,0.675,0.9791666666666666,0.425,0.825,0.975,0.725,0.5,0.7954545454545454,train,"['Two atheltic males throwing tennis balls into the air to each other.', 'A person is throwing tennis balls in the air while another person practices catching them and passing them back.', 'Men catching and throwing ping pong balls.', 'Two men throwing a small ball in the air and catching it.', 'Two men throwing and catching two tennis balls.']"
219,yt-orhTrit8STg_509.mp4,1,0.3,0.7,0.3409090909090909,0.9545454545454546,0.225,0.9545454545454546,0.45,0.45,train,"['Two women doing something with gum.', 'Two people are in a bedroom, one is sat watching as the other appears to mime talking on a phone using their hand.', ""A woman with long hair with a blue head band and a white tee shirt is standing up and speaking to a woman with a bob and a jean jacket who is sitting down. In her hands she's holding an item and she's showing herself acting as though she's putting it to her mouth or inside it but doesn't seem to be. The other woman responds in shock. "", 'Woman showing something weird or crazy to her friend on the bed, as she watches with shock', '2 people talking to each other, one stood one sat']"
220,yt-owyra39-RLo_36.mp4,1,0.025,1.0,0.05,0.95,0.675,0.525,0.5,0.4,train,"['A man and a woman brush their teeth while facing each other and making eye contact', 'A young girl and boy brushing their teeth', 'A young man and woman are brushing their teeth together and looking at each other affectionately.', 'Two teenagers brushing their teeth while looking at each other', '2 people brushing their teeth']"
221,yt-p2Rry6IQhwE_57.mp4,1,0.25,0.78125,0.3,0.775,0.7045454545454546,1.0,0.575,0.2,train,"['two people in a workshop and talking about the piece of wood on the table top.', 'an old man is talking to another man about wood', 'Two men are working on a woodwork project.', 'older man explaining something to a younger man', 'Doing diy', 'A man shows another a piece of wood, gesturing to it with his hand']"
222,yt-pumHrH9tKRo_131.mp4,1,0.075,0.975,0.25,0.1136363636363636,0.8333333333333334,0.4499999999999999,0.85,0.3888888888888889,train,"['2 people playing the cello', ""Two people playing cello's and the person on the right is also singing or talking."", 'A woman playing violin.', 'The woman and child are playing cellos side by side. ', 'Two people are sitting behind musical instruments, maybe cellos, and the older female is tutoring the younger male']"
223,yt-q4bB_q8QAaA_88.mp4,0,0.525,0.525,0.525,0.7045454545454546,0.2727272727272727,0.975,0.6,0.075,train,"['A man sitting in a speedboat speaks with an older man who is sitting beside him.', 'Two men are having a lakeside conversation on a speedboat', '2 men sat inside a boat thats sponsored by toyota and havoc, one man is explaining something to the other man', 'A man in a boat, telling another person a story.', 'a man in the water in his boat moving his arms around', 'two men in a small boat having a talk', 'A sport fisherman having a conversation on his boat', 'Two men having a conversation while sitting on a stationary sport fishing boat in a river or swamp.', 'A crewman of a sponsored sport boat is explaining something to his colleague', 'A man, who is sat on a boat in a body of water, is gesturing and looks to be explaining something', 'Guy speaking in the speedboat']"
224,yt-q8mU6W5UqPk_27.mp4,1,0.15,1.0,0.475,0.0,0.5909090909090909,0.25,0.875,0.6666666666666666,train,"['Two boys sat at two separate drumming kits drumming with headphones on', 'Two kids playing drums with their drumsticks.', 'Two children playing drum kits next to each other.', 'Young boys are playing on a pair of drum sets.', 'Two boys are drumming. ']"
225,yt-q__8ex88Ow0_60.mp4,1,0.125,0.65,0.0,0.35,0.525,0.6818181818181819,0.875,0.2,train,"['A woman with a baby, she is eating something and the baby is laughing.', 'A woman holding a baby, playing with the baby, and eating. That is what we call multitasking.', 'A woman sits smiling at a baby while holding them and eating a snack, she reaches forward to dip her chip while the baby reaches forward, looks around, and smiles also.', 'happy baby and mother', 'An eating mother checks on her child, who is amused at something.', 'A mother spending some time with her baby', 'A lady is eating something and has a baby on her lap, the baby looks like it is laughing and the lady smiles.']"
226,yt-qjtSPSnY_Aw_2.mp4,1,0.2,0.05,0.025,0.25,0.875,0.775,0.625,0.525,train,"['Two women happily dance together.', 'Two ladies dance together.', 'Two girls are dancing together and smiling, with one having her arm around the other one while they dance.', 'Two females learning how to dance.', 'Two woman are moving their arms as part of a dance routine. ']"
227,yt-qrKK36byJ30_239.mp4,0,0.375,0.925,0.375,0.025,0.3863636363636364,0.85,0.65,0.075,train,"['two fishermen out on the river.', 'two people fishing, the one behind is talking and the one closest to the camera is nodding', 'two men having a conversation whilst fishing together on a lake.', 'Two men fishing individually, not speaking or interacting with each other', 'two guys fishing in a lake']"
228,yt-qxNosFrsK1k_55.mp4,1,0.05,0.0681818181818181,0.025,0.975,0.625,0.925,0.575,0.4545454545454545,train,"['Dad making funny noises at his baby', 'a baby and the father ', 'A man, making faces at a baby, who imitates the expression back.', 'Teasing a baby. ', 'A baby copying facial expressions']"
230,yt-sNY_HeMbyQc_35.mp4,1,0.075,0.025,0.05,0.65,0.3888888888888889,0.75,0.375,0.6666666666666666,train,"['One baby crying and the other mouthing at the face of the first one', 'a man carrying his baby', 'Someone holding a crying baby.', 'Comforting a baby.', 'A crying baby']"
231,yt-sWfgS1G-cr4_139.mp4,1,0.2,1.0,0.4,0.075,0.85,0.825,0.75,0.5,train,"['Two guys playing muscial instruments and singing. ', 'Two men are playing alongside each other in a band; one on piano and singing and another, wearing a police uniform, is playing drums.', 'A policeman is playing the drums, while another male is singing and playing a keyboard.', 'A man in a police uniform plays the drums while another man, sat at a keyboard, sings into a microphone', 'police officer and other man playing drums']"
232,yt-tbKg9FdQZ0g_63.mp4,1,0.225,1.0,0.35,0.6,0.825,0.8,0.7,0.4,train,"['two people each are both playing the drums.', 'two girls are playing on a drumkit', 'One adult female is assisting another adult female with a drum kit.', '2 females playing by hand on drum kits', 'Playing drums ', 'Two girls play the same drumkit']"
234,yt-uHGsgDLXCns_2999.mp4,1,0.275,0.525,0.275,0.975,0.55,1.0,0.325,0.125,train,"['a man is talking with a woman in an office', 'A lady and a man are having a serious conversation.', 'A man is talking to a woman in an office.', 'Two people talking in an office.', 'they are talking casually infront of a pc']"
235,yt-vfa6yhHnhsU_151.mp4,1,0.175,0.975,0.45,0.875,0.3863636363636364,0.175,0.475,0.25,train,"['A man doing something with an animal in water.', 'A man is standing in front of a water filled chamber and appears to be putting some kind of sea creature into it.', 'A man putting an object in water', 'Plasti dipping an animal skull.', 'A man is dipping a sculpture or something he has made into a liquid most likely to help it set. Another man with gloves on is watching as he does it.', 'A man is dipping an object in water and another man is watching.']"
236,yt-vx-VMETm4g0_154.mp4,0,0.225,1.0,0.15,0.325,0.775,0.7,0.525,0.3,train,"['A man and a woman is gardening. ', 'An elderly woman and an adult male engaging in gardening.', 'a male and female are doing some weeding and gardening together on a hot summers day.', 'A woman istaking leaves of a vegetable whilst occasionally checking on a young man who is using a trowel.', 'A man and a woman kneel over and prepare to plant some crops.']"
237,yt-vywVJ0J6Vlk_635.mp4,0,0.5,0.85,0.35,0.325,0.45,0.4499999999999999,0.7,0.375,train,"['A young boy and a grown up are fishing.', 'A father and son at a small lake equiped for fishing activities', 'a dad and his son are spending some quality bonding time together by doing some fishing in a waterfall. ', 'A father seems to be supervising his son intermittently, whilst fishing, and making sure he is safe whilst joinging him.', 'A man and boy fish in a shallow river.']"
238,yt-xPT35mB9C28_1226.mp4,1,0.1,0.4,0.275,0.0,0.4,1.0,0.4,0.175,train,"['One man in a car talking to another man who is listening to him whilst driving.', 'two people in a car talking', 'One guy is talking to another guy in a vehicle. ', 'Two adult men are riding in the front seat of a car while the passenger is telling the driver something.', 'A man talks to another man as they drive along in a vehicle.']"
239,yt-xnqqB-leeaQ_128.mp4,0,0.35,0.921875,0.4,0.1590909090909091,0.9545454545454546,0.5681818181818181,0.525,0.3,train,"['Two women carrying something heavy between them', 'Two woman with an object.', 'Two woman carry around what looks to be some kind of out door furnace.', 'two women carrying a wood stove/heater', 'two friends carrying and placing a furnace ']"
240,yt-xp4X1QnB1GE_1595.mp4,0,0.5,1.0,0.0,0.075,0.675,0.8636363636363638,0.725,0.225,train,"['Child wit a fishing rod being taught by a man', 'The dad and the boy are fishing.', 'A young boy and a man fishing.', 'a dad teaching his son how to fish in what looks like a pond', 'a farther and son fishing at a lake ']"
241,yt-yI5VBQahUNE_92.mp4,1,0.05,1.0,0.275,0.5909090909090909,0.6590909090909091,0.35,0.575,0.25,train,"['Two friends ripping a pipe.', 'Two people are indoors sharing a shisha pipe, one is taking a puff and the other examines the mouthpiece.', 'Two teenage boys are sat in a dimly lit room. One of the boys is exhaling smoke from a device, which the other boy then takes as though he will also use it to smoke from it.', 'Two boys smoing a hookah pipe in a room', 'one boy is smoking then passes it to his friend']"
242,yt-yIvortOp_D8_304.mp4,1,0.1,0.975,0.2,0.0,0.65,0.9090909090909092,0.25,0.2,train,"['two men are in a car, one is talking and the other is smoking', 'Tow men are in a vehicle and one smokes a pipe.', 'shows two men in what seems to be a pickup truck driving while having a conversation.', 'Two country folk from some hot country driving along in a pickup; one guy in a vest and baseball hat the other a beardy with sunglasses smoking a hickory style pipe.', 'Will have a good day fishing today,theweather great']"
243,yt-yNeLe_a2pck_651.mp4,0,0.25,0.075,0.0909090909090909,0.5681818181818182,0.5,0.9090909090909092,0.675,0.2,train,"['two girls sitting in the river talking.', 'two females in water smiling, the one closest to the camera is going deeper under water', 'Two ladies relaxing in the water having a conversation together.', 'Two girls giggling and smiling as they chat in a river', 'two ladies in some dirty water, up to their shoulders']"
244,yt-yQK3lr5cpSU_37.mp4,1,0.0,0.75,0.025,0.9772727272727272,0.925,0.8863636363636364,0.45,0.225,train,"['A parent brushes the teeth of a child using a blue toothbrush', ""A father is brushing his toddler boy's teeth."", 'father is trying to brush his sons teeth', 'A father encourages his son to open their mouth to brush their teeth by saying Ahhh.', 'a parent brushing their childs teeth', ""a mother brushing her child's teeth"", 'A toddler being assisted in brushing his teeth', ""A parent brushing their child's teeth."", 'A mother is trying to brush the teeth of her young son', 'A woman is helping a young boy brush his teeth', 'Father brushing childrens teeth.']"
245,yt-ylWmBeCU2LE_101.mp4,1,0.225,0.925,0.25,0.975,0.525,0.8409090909090909,0.8,0.425,train,"['The toddlers are playing and laughing on a slide together.', 'Two children play on a slide.', 'A small child is trying to slide down an orange slide but another child is trying to walk up the slide and they are both laughing.', 'Two kids on a slide playing with each other. ', 'Two toddlers play on a slide.']"
246,yt-zGPMQDq1VdU_39.mp4,0,0.125,0.825,0.15,0.1,0.6,0.75,0.65,0.575,train,"['A woman tends to the soil in a garden, while an excited toddler attempts to join in', 'A mother and toddler in a garden  plot', 'A young woman is crouched down, working on a vegetable patch, with a fair-haired toddler joining in the fun.', 'A lady and toddler gardening together', 'woman with a little girl in the garden']"
247,yt-zcz5nb7m-Y4_55.mp4,1,0.05,0.975,0.05,1.0,0.825,0.75,0.85,0.4,train,"['A man kisses a babies hand playfully.', 'A baby feeding an old man peanuts.', 'A child sits near a man - she reaches forward and feeds him a snack and the man opens his mouth and takes it while the baby smiles.', 'beautiful thing a child feeding there father', 'A young girl feeds her parent.', 'A baby feeding their parent', 'A child placing something in the mouth of an adult male.']"
248,yt_R-62JchDNyM7U_143.mp4,1,0.5,1.0,0.575,0.275,0.5909090909090909,0.175,0.425,0.25,train,"['Two people unpacking paintings from a storage box.', 'Two people are busy ', 'Men unpacking paintings.', 'Two men getting boxes ready for packing.', 'Taking a painting out of a packing trolley and sorting cardboard.']"
249,yt_R-8XFRghgHAwk_54.mp4,1,0.025,0.975,0.0,0.025,0.6,0.675,0.575,0.3,train,"['A dad helping a baby to unwrap a present', 'An adult helping a small baby to open a wrapped gift.', 'A man helping a baby unwrap a present.', 'A man is holding a baby in his lap and is helping him unwrap a present.', 'a a baby sitting on his fathers knee while his father helps him to open a gift']"
